Periode,Wilayah,Kode Wilayah,Kota/Kab,Kode Kota/Kab,Status Sekolah,Baik,Rusak Ringan,Rusak Sedang,Rusak Berat,Total Rusak,Jumlah
2021,PROV. ACEH,11,KAB. ACEH SELATAN,1101,Negeri,85,200,0,0,285,285
2021,PROV. ACEH,11,KAB. ACEH SELATAN,1101,Negeri dan Swasta,89,211,0,0,300,300
2021,PROV. ACEH,11,KAB. ACEH SELATAN,1101,Swasta,4,11,0,0,15,15
2021,PROV. ACEH,11,KAB. ACEH TENGGARA,1102,Negeri dan Swasta,67,198,0,0,265,265
2021,PROV. ACEH,11,KAB. ACEH TENGGARA,1102,Negeri,44,170,0,0,214,214
2021,PROV. ACEH,11,KAB. ACEH TENGGARA,1102,Swasta,23,28,0,0,51,51
2021,PROV. ACEH,11,KAB. ACEH TIMUR,1103,Negeri dan Swasta,125,209,0,0,334,334
2021,PROV. ACEH,11,KAB. ACEH TIMUR,1103,Negeri,117,206,0,0,323,323
2021,PROV. ACEH,11,KAB. ACEH TIMUR,1103,Swasta,8,3,0,0,11,11
2021,PROV. ACEH,11,KAB. ACEH TENGAH,1104,Swasta,11,3,0,0,14,14
2021,PROV. ACEH,11,KAB. ACEH TENGAH,1104,Negeri,77,152,0,0,229,229
2021,PROV. ACEH,11,KAB. ACEH TENGAH,1104,Negeri dan Swasta,88,155,0,0,243,243
2021,PROV. ACEH,11,KAB. ACEH BARAT,1105,Negeri,58,178,2,0,238,238
2021,PROV. ACEH,11,KAB. ACEH BARAT,1105,Swasta,8,10,0,0,18,18
2021,PROV. ACEH,11,KAB. ACEH BARAT,1105,Negeri dan Swasta,66,188,2,0,256,256
2021,PROV. ACEH,11,KAB. ACEH BESAR,1106,Swasta,32,34,0,0,66,66
2021,PROV. ACEH,11,KAB. ACEH BESAR,1106,Negeri,106,196,0,0,302,302
2021,PROV. ACEH,11,KAB. ACEH BESAR,1106,Negeri dan Swasta,138,230,0,0,368,368
2021,PROV. ACEH,11,KAB. PIDIE,1107,Swasta,16,11,0,0,27,27
2021,PROV. ACEH,11,KAB. PIDIE,1107,Negeri dan Swasta,172,245,0,0,417,417
2021,PROV. ACEH,11,KAB. PIDIE,1107,Negeri,156,234,0,0,390,390
2021,PROV. ACEH,11,KAB. ACEH UTARA,1108,Negeri,241,257,0,0,498,498
2021,PROV. ACEH,11,KAB. ACEH UTARA,1108,Negeri dan Swasta,293,283,0,0,576,576
2021,PROV. ACEH,11,KAB. ACEH UTARA,1108,Swasta,52,26,0,0,78,78
2021,PROV. ACEH,11,KAB. SIMEULUE,1109,Negeri,65,162,0,0,227,227
2021,PROV. ACEH,11,KAB. SIMEULUE,1109,Swasta,2,2,0,0,4,4
2021,PROV. ACEH,11,KAB. SIMEULUE,1109,Negeri dan Swasta,67,164,0,0,231,231
2021,PROV. ACEH,11,KAB. ACEH SINGKIL,1110,Negeri dan Swasta,94,115,0,0,209,209
2021,PROV. ACEH,11,KAB. ACEH SINGKIL,1110,Swasta,10,10,0,0,20,20
2021,PROV. ACEH,11,KAB. ACEH SINGKIL,1110,Negeri,84,105,0,0,189,189
2021,PROV. ACEH,11,KAB. BIREUEN,1111,Swasta,24,27,1,0,52,52
2021,PROV. ACEH,11,KAB. BIREUEN,1111,Negeri,102,229,1,0,332,332
2021,PROV. ACEH,11,KAB. BIREUEN,1111,Negeri dan Swasta,126,256,2,0,384,384
2021,PROV. ACEH,11,KAB. ACEH BARAT DAYA,1112,Negeri dan Swasta,74,105,0,0,179,179
2021,PROV. ACEH,11,KAB. ACEH BARAT DAYA,1112,Negeri,70,98,0,0,168,168
2021,PROV. ACEH,11,KAB. ACEH BARAT DAYA,1112,Swasta,4,7,0,0,11,11
2021,PROV. ACEH,11,KAB. GAYO LUES,1113,Negeri,40,97,0,0,137,137
2021,PROV. ACEH,11,KAB. GAYO LUES,1113,Negeri dan Swasta,48,101,0,0,149,149
2021,PROV. ACEH,11,KAB. GAYO LUES,1113,Swasta,8,4,0,0,12,12
2021,PROV. ACEH,11,KAB. ACEH JAYA,1114,Negeri,51,109,0,0,160,160
2021,PROV. ACEH,11,KAB. ACEH JAYA,1114,Negeri dan Swasta,54,117,0,0,171,171
2021,PROV. ACEH,11,KAB. ACEH JAYA,1114,Swasta,3,8,0,0,11,11
2021,PROV. ACEH,11,KAB. NAGAN RAYA,1115,Swasta,1,7,0,0,8,8
2021,PROV. ACEH,11,KAB. NAGAN RAYA,1115,Negeri,80,125,0,0,205,205
2021,PROV. ACEH,11,KAB. NAGAN RAYA,1115,Negeri dan Swasta,81,132,0,0,213,213
2021,PROV. ACEH,11,KAB. ACEH TAMIANG,1116,Negeri,120,137,0,0,257,257
2021,PROV. ACEH,11,KAB. ACEH TAMIANG,1116,Negeri dan Swasta,134,150,0,0,284,284
2021,PROV. ACEH,11,KAB. ACEH TAMIANG,1116,Swasta,14,13,0,0,27,27
2021,PROV. ACEH,11,KAB. BENER MERIAH,1117,Negeri,87,100,0,0,187,187
2021,PROV. ACEH,11,KAB. BENER MERIAH,1117,Negeri dan Swasta,102,101,0,0,203,203
2021,PROV. ACEH,11,KAB. BENER MERIAH,1117,Swasta,15,1,0,0,16,16
2021,PROV. ACEH,11,KAB. PIDIE JAYA,1118,Swasta,10,8,0,0,18,18
2021,PROV. ACEH,11,KAB. PIDIE JAYA,1118,Negeri,89,53,0,0,142,142
2021,PROV. ACEH,11,KAB. PIDIE JAYA,1118,Negeri dan Swasta,99,61,0,0,160,160
2021,PROV. ACEH,11,KOTA BANDA ACEH,1171,Swasta,34,16,0,0,50,50
2021,PROV. ACEH,11,KOTA BANDA ACEH,1171,Negeri dan Swasta,94,78,0,0,172,172
2021,PROV. ACEH,11,KOTA BANDA ACEH,1171,Negeri,60,62,0,0,122,122
2021,PROV. ACEH,11,KOTA SABANG,1172,Swasta,2,0,0,0,2,2
2021,PROV. ACEH,11,KOTA SABANG,1172,Negeri dan Swasta,10,29,0,0,39,39
2021,PROV. ACEH,11,KOTA SABANG,1172,Negeri,8,29,0,0,37,37
2021,PROV. ACEH,11,KOTA LHOKSEUMAWE,1173,Negeri dan Swasta,69,63,0,0,132,132
2021,PROV. ACEH,11,KOTA LHOKSEUMAWE,1173,Swasta,25,10,0,0,35,35
2021,PROV. ACEH,11,KOTA LHOKSEUMAWE,1173,Negeri,44,53,0,0,97,97
2021,PROV. ACEH,11,KOTA LANGSA,1174,Negeri,40,49,0,0,89,89
2021,PROV. ACEH,11,KOTA LANGSA,1174,Swasta,11,12,0,0,23,23
2021,PROV. ACEH,11,KOTA LANGSA,1174,Negeri dan Swasta,51,61,0,0,112,112
2021,PROV. ACEH,11,KOTA SUBULUSSALAM,1175,Swasta,3,12,0,0,15,15
2021,PROV. ACEH,11,KOTA SUBULUSSALAM,1175,Negeri,55,76,0,0,131,131
2021,PROV. ACEH,11,KOTA SUBULUSSALAM,1175,Negeri dan Swasta,58,88,0,0,146,146
2021,PROV. SUMATERA UTARA,12,KAB. TAPANULI TENGAH,1201,Swasta,27,23,0,0,50,50
2021,PROV. SUMATERA UTARA,12,KAB. TAPANULI TENGAH,1201,Negeri dan Swasta,120,217,0,0,337,337
2021,PROV. SUMATERA UTARA,12,KAB. TAPANULI TENGAH,1201,Negeri,93,194,0,0,287,287
2021,PROV. SUMATERA UTARA,12,KAB. TAPANULI UTARA,1202,Negeri,106,140,0,0,246,246
2021,PROV. SUMATERA UTARA,12,KAB. TAPANULI UTARA,1202,Negeri dan Swasta,121,160,0,0,281,281
2021,PROV. SUMATERA UTARA,12,KAB. TAPANULI UTARA,1202,Swasta,15,20,0,0,35,35
2021,PROV. SUMATERA UTARA,12,KAB. TAPANULI SELATAN,1203,Swasta,5,9,0,0,14,14
2021,PROV. SUMATERA UTARA,12,KAB. TAPANULI SELATAN,1203,Negeri dan Swasta,73,143,0,0,216,216
2021,PROV. SUMATERA UTARA,12,KAB. TAPANULI SELATAN,1203,Negeri,68,134,0,0,202,202
2021,PROV. SUMATERA UTARA,12,KAB. NIAS,1204,Negeri,77,153,0,0,230,230
2021,PROV. SUMATERA UTARA,12,KAB. NIAS,1204,Swasta,8,4,0,0,12,12
2021,PROV. SUMATERA UTARA,12,KAB. NIAS,1204,Negeri dan Swasta,85,157,0,0,242,242
2021,PROV. SUMATERA UTARA,12,KAB. LANGKAT,1205,Negeri,150,260,0,0,410,410
2021,PROV. SUMATERA UTARA,12,KAB. LANGKAT,1205,Swasta,105,126,0,0,231,231
2021,PROV. SUMATERA UTARA,12,KAB. LANGKAT,1205,Negeri dan Swasta,255,386,0,0,641,641
2021,PROV. SUMATERA UTARA,12,KAB. KARO,1206,Negeri dan Swasta,155,223,0,0,378,378
2021,PROV. SUMATERA UTARA,12,KAB. KARO,1206,Negeri,116,183,0,0,299,299
2021,PROV. SUMATERA UTARA,12,KAB. KARO,1206,Swasta,39,40,0,0,79,79
2021,PROV. SUMATERA UTARA,12,KAB. DELI SERDANG,1207,Negeri dan Swasta,744,562,1,0,1307,1307
2021,PROV. SUMATERA UTARA,12,KAB. DELI SERDANG,1207,Swasta,414,248,1,0,663,663
2021,PROV. SUMATERA UTARA,12,KAB. DELI SERDANG,1207,Negeri,330,314,0,0,644,644
2021,PROV. SUMATERA UTARA,12,KAB. SIMALUNGUN,1208,Negeri,194,257,0,0,451,451
2021,PROV. SUMATERA UTARA,12,KAB. SIMALUNGUN,1208,Negeri dan Swasta,281,356,0,0,637,637
2021,PROV. SUMATERA UTARA,12,KAB. SIMALUNGUN,1208,Swasta,87,99,0,0,186,186
2021,PROV. SUMATERA UTARA,12,KAB. ASAHAN,1209,Negeri,129,190,1,0,320,320
2021,PROV. SUMATERA UTARA,12,KAB. ASAHAN,1209,Swasta,71,49,0,0,120,120
2021,PROV. SUMATERA UTARA,12,KAB. ASAHAN,1209,Negeri dan Swasta,200,239,1,0,440,440
2021,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU,1210,Swasta,56,28,0,0,84,84
2021,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU,1210,Negeri,92,139,0,0,231,231
2021,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU,1210,Negeri dan Swasta,148,167,0,0,315,315
2021,PROV. SUMATERA UTARA,12,KAB. DAIRI,1211,Negeri,114,175,0,0,289,289
2021,PROV. SUMATERA UTARA,12,KAB. DAIRI,1211,Swasta,23,29,0,0,52,52
2021,PROV. SUMATERA UTARA,12,KAB. DAIRI,1211,Negeri dan Swasta,137,204,0,0,341,341
2021,PROV. SUMATERA UTARA,12,KAB. TOBA,1212,Negeri,78,167,0,0,245,245
2021,PROV. SUMATERA UTARA,12,KAB. TOBA,1212,Negeri dan Swasta,89,185,0,0,274,274
2021,PROV. SUMATERA UTARA,12,KAB. TOBA,1212,Swasta,11,18,0,0,29,29
2021,PROV. SUMATERA UTARA,12,KAB. MANDAILING NATAL,1213,Swasta,15,11,0,0,26,26
2021,PROV. SUMATERA UTARA,12,KAB. MANDAILING NATAL,1213,Negeri,140,209,0,0,349,349
2021,PROV. SUMATERA UTARA,12,KAB. MANDAILING NATAL,1213,Negeri dan Swasta,155,220,0,0,375,375
2021,PROV. SUMATERA UTARA,12,KAB. NIAS SELATAN,1214,Negeri,122,232,1,0,355,355
2021,PROV. SUMATERA UTARA,12,KAB. NIAS SELATAN,1214,Swasta,11,26,0,0,37,37
2021,PROV. SUMATERA UTARA,12,KAB. NIAS SELATAN,1214,Negeri dan Swasta,133,258,1,0,392,392
2021,PROV. SUMATERA UTARA,12,KAB. PAKPAK BHARAT,1215,Swasta,0,0,0,0,0,0
2021,PROV. SUMATERA UTARA,12,KAB. PAKPAK BHARAT,1215,Negeri,30,63,0,0,93,93
2021,PROV. SUMATERA UTARA,12,KAB. PAKPAK BHARAT,1215,Negeri dan Swasta,30,63,0,0,93,93
2021,PROV. SUMATERA UTARA,12,KAB. HUMBANG HASUNDUTAN,1216,Negeri,84,161,0,0,245,245
2021,PROV. SUMATERA UTARA,12,KAB. HUMBANG HASUNDUTAN,1216,Swasta,7,13,0,0,20,20
2021,PROV. SUMATERA UTARA,12,KAB. HUMBANG HASUNDUTAN,1216,Negeri dan Swasta,91,174,0,0,265,265
2021,PROV. SUMATERA UTARA,12,KAB. SAMOSIR,1217,Negeri dan Swasta,90,160,0,0,250,250
2021,PROV. SUMATERA UTARA,12,KAB. SAMOSIR,1217,Swasta,15,14,0,0,29,29
2021,PROV. SUMATERA UTARA,12,KAB. SAMOSIR,1217,Negeri,75,146,0,0,221,221
2021,PROV. SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,1218,Negeri,168,281,0,0,449,449
2021,PROV. SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,1218,Negeri dan Swasta,238,333,0,0,571,571
2021,PROV. SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,1218,Swasta,70,52,0,0,122,122
2021,PROV. SUMATERA UTARA,12,KAB. BATU BARA,1219,Swasta,41,28,0,0,69,69
2021,PROV. SUMATERA UTARA,12,KAB. BATU BARA,1219,Negeri,100,180,0,0,280,280
2021,PROV. SUMATERA UTARA,12,KAB. BATU BARA,1219,Negeri dan Swasta,141,208,0,0,349,349
2021,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS UTARA,1220,Negeri,188,125,0,0,313,313
2021,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS UTARA,1220,Swasta,8,10,0,0,18,18
2021,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS UTARA,1220,Negeri dan Swasta,196,135,0,0,331,331
2021,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS,1221,Swasta,13,12,0,0,25,25
2021,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS,1221,Negeri dan Swasta,71,93,0,0,164,164
2021,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS,1221,Negeri,58,81,0,0,139,139
2021,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU SELATAN,1222,Swasta,23,23,0,0,46,46
2021,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU SELATAN,1222,Negeri dan Swasta,134,140,0,0,274,274
2021,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU SELATAN,1222,Negeri,111,117,0,0,228,228
2021,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU UTARA,1223,Negeri dan Swasta,101,152,0,0,253,253
2021,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU UTARA,1223,Negeri,71,124,0,0,195,195
2021,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU UTARA,1223,Swasta,30,28,0,0,58,58
2021,PROV. SUMATERA UTARA,12,KAB. NIAS UTARA,1224,Swasta,3,10,0,0,13,13
2021,PROV. SUMATERA UTARA,12,KAB. NIAS UTARA,1224,Negeri dan Swasta,53,170,1,0,224,224
2021,PROV. SUMATERA UTARA,12,KAB. NIAS UTARA,1224,Negeri,50,160,1,0,211,211
2021,PROV. SUMATERA UTARA,12,KAB. NIAS BARAT,1225,Negeri,62,118,0,0,180,180
2021,PROV. SUMATERA UTARA,12,KAB. NIAS BARAT,1225,Negeri dan Swasta,63,120,0,0,183,183
2021,PROV. SUMATERA UTARA,12,KAB. NIAS BARAT,1225,Swasta,1,2,0,0,3,3
2021,PROV. SUMATERA UTARA,12,KOTA MEDAN,1271,Negeri dan Swasta,1048,503,0,0,1551,1551
2021,PROV. SUMATERA UTARA,12,KOTA MEDAN,1271,Swasta,830,340,0,0,1170,1170
2021,PROV. SUMATERA UTARA,12,KOTA MEDAN,1271,Negeri,218,163,0,0,381,381
2021,PROV. SUMATERA UTARA,12,KOTA PEMATANGSIANTAR,1272,Swasta,74,49,0,0,123,123
2021,PROV. SUMATERA UTARA,12,KOTA PEMATANGSIANTAR,1272,Negeri dan Swasta,131,118,0,0,249,249
2021,PROV. SUMATERA UTARA,12,KOTA PEMATANGSIANTAR,1272,Negeri,57,69,0,0,126,126
2021,PROV. SUMATERA UTARA,12,KOTA SIBOLGA,1273,Negeri,30,16,0,0,46,46
2021,PROV. SUMATERA UTARA,12,KOTA SIBOLGA,1273,Swasta,15,9,0,0,24,24
2021,PROV. SUMATERA UTARA,12,KOTA SIBOLGA,1273,Negeri dan Swasta,45,25,0,0,70,70
2021,PROV. SUMATERA UTARA,12,KOTA TANJUNG BALAI,1274,Negeri,34,61,0,0,95,95
2021,PROV. SUMATERA UTARA,12,KOTA TANJUNG BALAI,1274,Negeri dan Swasta,51,67,0,0,118,118
2021,PROV. SUMATERA UTARA,12,KOTA TANJUNG BALAI,1274,Swasta,17,6,0,0,23,23
2021,PROV. SUMATERA UTARA,12,KOTA BINJAI,1275,Swasta,53,62,0,0,115,115
2021,PROV. SUMATERA UTARA,12,KOTA BINJAI,1275,Negeri,58,95,0,0,153,153
2021,PROV. SUMATERA UTARA,12,KOTA BINJAI,1275,Negeri dan Swasta,111,157,0,0,268,268
2021,PROV. SUMATERA UTARA,12,KOTA TEBING TINGGI,1276,Negeri dan Swasta,87,56,0,0,143,143
2021,PROV. SUMATERA UTARA,12,KOTA TEBING TINGGI,1276,Swasta,34,14,0,0,48,48
2021,PROV. SUMATERA UTARA,12,KOTA TEBING TINGGI,1276,Negeri,53,42,0,0,95,95
2021,PROV. SUMATERA UTARA,12,KOTA PADANG SIDEMPUAN,1277,Negeri dan Swasta,67,80,0,0,147,147
2021,PROV. SUMATERA UTARA,12,KOTA PADANG SIDEMPUAN,1277,Negeri,38,58,0,0,96,96
2021,PROV. SUMATERA UTARA,12,KOTA PADANG SIDEMPUAN,1277,Swasta,29,22,0,0,51,51
2021,PROV. SUMATERA UTARA,12,KOTA GUNUNGSITOLI,1278,Negeri dan Swasta,57,107,0,0,164,164
2021,PROV. SUMATERA UTARA,12,KOTA GUNUNGSITOLI,1278,Swasta,14,11,0,0,25,25
2021,PROV. SUMATERA UTARA,12,KOTA GUNUNGSITOLI,1278,Negeri,43,96,0,0,139,139
2021,PROV. SUMATERA BARAT,13,KAB. PESISIR SELATAN,1301,Negeri dan Swasta,176,301,0,0,477,477
2021,PROV. SUMATERA BARAT,13,KAB. PESISIR SELATAN,1301,Swasta,14,7,0,0,21,21
2021,PROV. SUMATERA BARAT,13,KAB. PESISIR SELATAN,1301,Negeri,162,294,0,0,456,456
2021,PROV. SUMATERA BARAT,13,KAB. SOLOK,1302,Negeri,133,193,0,0,326,326
2021,PROV. SUMATERA BARAT,13,KAB. SOLOK,1302,Negeri dan Swasta,148,199,0,0,347,347
2021,PROV. SUMATERA BARAT,13,KAB. SOLOK,1302,Swasta,15,6,0,0,21,21
2021,PROV. SUMATERA BARAT,13,KAB. SIJUNJUNG,1303,Negeri,107,139,0,0,246,246
2021,PROV. SUMATERA BARAT,13,KAB. SIJUNJUNG,1303,Swasta,15,6,0,0,21,21
2021,PROV. SUMATERA BARAT,13,KAB. SIJUNJUNG,1303,Negeri dan Swasta,122,145,0,0,267,267
2021,PROV. SUMATERA BARAT,13,KAB. TANAH DATAR,1304,Negeri dan Swasta,129,208,1,0,338,338
2021,PROV. SUMATERA BARAT,13,KAB. TANAH DATAR,1304,Negeri,110,203,1,0,314,314
2021,PROV. SUMATERA BARAT,13,KAB. TANAH DATAR,1304,Swasta,19,5,0,0,24,24
2021,PROV. SUMATERA BARAT,13,KAB. PADANG PARIAMAN,1305,Negeri,149,260,0,0,409,409
2021,PROV. SUMATERA BARAT,13,KAB. PADANG PARIAMAN,1305,Negeri dan Swasta,159,274,0,0,433,433
2021,PROV. SUMATERA BARAT,13,KAB. PADANG PARIAMAN,1305,Swasta,10,14,0,0,24,24
2021,PROV. SUMATERA BARAT,13,KAB. AGAM,1306,Swasta,17,10,0,0,27,27
2021,PROV. SUMATERA BARAT,13,KAB. AGAM,1306,Negeri dan Swasta,200,217,0,0,417,417
2021,PROV. SUMATERA BARAT,13,KAB. AGAM,1306,Negeri,183,207,0,0,390,390
2021,PROV. SUMATERA BARAT,13,KAB. LIMA PULUH KOTA,1307,Negeri dan Swasta,175,220,0,0,395,395
2021,PROV. SUMATERA BARAT,13,KAB. LIMA PULUH KOTA,1307,Swasta,13,5,0,0,18,18
2021,PROV. SUMATERA BARAT,13,KAB. LIMA PULUH KOTA,1307,Negeri,162,215,0,0,377,377
2021,PROV. SUMATERA BARAT,13,KAB. PASAMAN,1308,Negeri,133,145,0,0,278,278
2021,PROV. SUMATERA BARAT,13,KAB. PASAMAN,1308,Negeri dan Swasta,138,146,0,0,284,284
2021,PROV. SUMATERA BARAT,13,KAB. PASAMAN,1308,Swasta,5,1,0,0,6,6
2021,PROV. SUMATERA BARAT,13,KAB. KEPULAUAN MENTAWAI,1309,Negeri dan Swasta,65,92,0,0,157,157
2021,PROV. SUMATERA BARAT,13,KAB. KEPULAUAN MENTAWAI,1309,Swasta,8,8,0,0,16,16
2021,PROV. SUMATERA BARAT,13,KAB. KEPULAUAN MENTAWAI,1309,Negeri,57,84,0,0,141,141
2021,PROV. SUMATERA BARAT,13,KAB. DHARMASRAYA,1310,Swasta,11,6,0,0,17,17
2021,PROV. SUMATERA BARAT,13,KAB. DHARMASRAYA,1310,Negeri dan Swasta,93,143,0,0,236,236
2021,PROV. SUMATERA BARAT,13,KAB. DHARMASRAYA,1310,Negeri,82,137,0,0,219,219
2021,PROV. SUMATERA BARAT,13,KAB. SOLOK SELATAN,1311,Negeri dan Swasta,90,132,0,0,222,222
2021,PROV. SUMATERA BARAT,13,KAB. SOLOK SELATAN,1311,Swasta,7,3,0,0,10,10
2021,PROV. SUMATERA BARAT,13,KAB. SOLOK SELATAN,1311,Negeri,83,129,0,0,212,212
2021,PROV. SUMATERA BARAT,13,KAB. PASAMAN BARAT,1312,Negeri,127,192,0,0,319,319
2021,PROV. SUMATERA BARAT,13,KAB. PASAMAN BARAT,1312,Negeri dan Swasta,151,210,0,0,361,361
2021,PROV. SUMATERA BARAT,13,KAB. PASAMAN BARAT,1312,Swasta,24,18,0,0,42,42
2021,PROV. SUMATERA BARAT,13,KOTA PADANG,1371,Negeri,210,193,0,0,403,403
2021,PROV. SUMATERA BARAT,13,KOTA PADANG,1371,Negeri dan Swasta,341,264,0,0,605,605
2021,PROV. SUMATERA BARAT,13,KOTA PADANG,1371,Swasta,131,71,0,0,202,202
2021,PROV. SUMATERA BARAT,13,KOTA SOLOK,1372,Swasta,7,8,0,0,15,15
2021,PROV. SUMATERA BARAT,13,KOTA SOLOK,1372,Negeri dan Swasta,35,40,0,0,75,75
2021,PROV. SUMATERA BARAT,13,KOTA SOLOK,1372,Negeri,28,32,0,0,60,60
2021,PROV. SUMATERA BARAT,13,KOTA SAWAHLUNTO,1373,Negeri,15,56,0,0,71,71
2021,PROV. SUMATERA BARAT,13,KOTA SAWAHLUNTO,1373,Swasta,8,4,0,0,12,12
2021,PROV. SUMATERA BARAT,13,KOTA SAWAHLUNTO,1373,Negeri dan Swasta,23,60,0,0,83,83
2021,PROV. SUMATERA BARAT,13,KOTA PADANG PANJANG,1374,Negeri dan Swasta,30,42,0,0,72,72
2021,PROV. SUMATERA BARAT,13,KOTA PADANG PANJANG,1374,Swasta,12,8,0,0,20,20
2021,PROV. SUMATERA BARAT,13,KOTA PADANG PANJANG,1374,Negeri,18,34,0,0,52,52
2021,PROV. SUMATERA BARAT,13,KOTA BUKITTINGGI,1375,Negeri,38,27,0,0,65,65
2021,PROV. SUMATERA BARAT,13,KOTA BUKITTINGGI,1375,Swasta,23,20,0,0,43,43
2021,PROV. SUMATERA BARAT,13,KOTA BUKITTINGGI,1375,Negeri dan Swasta,61,47,0,0,108,108
2021,PROV. SUMATERA BARAT,13,KOTA PAYAKUMBUH,1376,Negeri,40,45,0,0,85,85
2021,PROV. SUMATERA BARAT,13,KOTA PAYAKUMBUH,1376,Negeri dan Swasta,57,60,0,0,117,117
2021,PROV. SUMATERA BARAT,13,KOTA PAYAKUMBUH,1376,Swasta,17,15,0,0,32,32
2021,PROV. SUMATERA BARAT,13,KOTA PARIAMAN,1377,Swasta,13,4,0,0,17,17
2021,PROV. SUMATERA BARAT,13,KOTA PARIAMAN,1377,Negeri dan Swasta,45,69,0,0,114,114
2021,PROV. SUMATERA BARAT,13,KOTA PARIAMAN,1377,Negeri,32,65,0,0,97,97
2021,PROV. RIAU,14,KAB. KAMPAR,1401,Negeri,259,264,1,0,524,524
2021,PROV. RIAU,14,KAB. KAMPAR,1401,Negeri dan Swasta,311,292,1,0,604,604
2021,PROV. RIAU,14,KAB. KAMPAR,1401,Swasta,52,28,0,0,80,80
2021,PROV. RIAU,14,KAB. INDRAGIRI HULU,1402,Negeri dan Swasta,145,159,0,0,304,304
2021,PROV. RIAU,14,KAB. INDRAGIRI HULU,1402,Negeri,120,141,0,0,261,261
2021,PROV. RIAU,14,KAB. INDRAGIRI HULU,1402,Swasta,25,18,0,0,43,43
2021,PROV. RIAU,14,KAB. BENGKALIS,1403,Negeri dan Swasta,232,271,0,0,503,503
2021,PROV. RIAU,14,KAB. BENGKALIS,1403,Negeri,189,234,0,0,423,423
2021,PROV. RIAU,14,KAB. BENGKALIS,1403,Swasta,43,37,0,0,80,80
2021,PROV. RIAU,14,KAB. INDRAGIRI HILIR,1404,Negeri dan Swasta,209,333,0,0,542,542
2021,PROV. RIAU,14,KAB. INDRAGIRI HILIR,1404,Negeri,180,281,0,0,461,461
2021,PROV. RIAU,14,KAB. INDRAGIRI HILIR,1404,Swasta,29,52,0,0,81,81
2021,PROV. RIAU,14,KAB. PELALAWAN,1405,Negeri dan Swasta,187,156,0,0,343,343
2021,PROV. RIAU,14,KAB. PELALAWAN,1405,Negeri,141,138,0,0,279,279
2021,PROV. RIAU,14,KAB. PELALAWAN,1405,Swasta,46,18,0,0,64,64
2021,PROV. RIAU,14,KAB. ROKAN HULU,1406,Negeri,173,170,0,0,343,343
2021,PROV. RIAU,14,KAB. ROKAN HULU,1406,Swasta,35,27,0,0,62,62
2021,PROV. RIAU,14,KAB. ROKAN HULU,1406,Negeri dan Swasta,208,197,0,0,405,405
2021,PROV. RIAU,14,KAB. ROKAN HILIR,1407,Negeri dan Swasta,230,196,1,0,427,427
2021,PROV. RIAU,14,KAB. ROKAN HILIR,1407,Swasta,65,78,1,0,144,144
2021,PROV. RIAU,14,KAB. ROKAN HILIR,1407,Negeri,165,118,0,0,283,283
2021,PROV. RIAU,14,KAB. SIAK,1408,Swasta,37,21,0,0,58,58
2021,PROV. RIAU,14,KAB. SIAK,1408,Negeri,175,140,0,0,315,315
2021,PROV. RIAU,14,KAB. SIAK,1408,Negeri dan Swasta,212,161,0,0,373,373
2021,PROV. RIAU,14,KAB. KUANTAN SINGINGI,1409,Swasta,10,4,0,0,14,14
2021,PROV. RIAU,14,KAB. KUANTAN SINGINGI,1409,Negeri,113,185,0,0,298,298
2021,PROV. RIAU,14,KAB. KUANTAN SINGINGI,1409,Negeri dan Swasta,123,189,0,0,312,312
2021,PROV. RIAU,14,KAB. KEPULAUAN MERANTI,1410,Swasta,17,11,0,0,28,28
2021,PROV. RIAU,14,KAB. KEPULAUAN MERANTI,1410,Negeri dan Swasta,122,120,0,0,242,242
2021,PROV. RIAU,14,KAB. KEPULAUAN MERANTI,1410,Negeri,105,109,0,0,214,214
2021,PROV. RIAU,14,KOTA PEKANBARU,1471,Swasta,149,72,0,0,221,221
2021,PROV. RIAU,14,KOTA PEKANBARU,1471,Negeri dan Swasta,240,174,0,0,414,414
2021,PROV. RIAU,14,KOTA PEKANBARU,1471,Negeri,91,102,0,0,193,193
2021,PROV. RIAU,14,KOTA DUMAI,1472,Negeri,72,83,0,0,155,155
2021,PROV. RIAU,14,KOTA DUMAI,1472,Negeri dan Swasta,111,98,0,0,209,209
2021,PROV. RIAU,14,KOTA DUMAI,1472,Swasta,39,15,0,0,54,54
