Periode,Wilayah,Kode Wilayah,Kota/Kab,Kode Kota/Kab,Status Sekolah,Baik,Rusak Ringan,Rusak Sedang,Rusak Berat,Total Rusak,Jumlah
2021,PROV. MALUKU,81,KAB. BURU SELATAN,8109,Negeri dan Swasta,79,40,0,0,119,119
2021,PROV. MALUKU,81,KOTA AMBON,8171,Negeri dan Swasta,141,168,1,0,310,310
2021,PROV. MALUKU,81,KOTA AMBON,8171,Negeri,90,118,1,0,209,209
2021,PROV. MALUKU,81,KOTA AMBON,8171,Swasta,51,50,0,0,101,101
2021,PROV. MALUKU,81,KOTA TUAL,8172,Negeri dan Swasta,56,52,0,0,108,108
2021,PROV. MALUKU,81,KOTA TUAL,8172,Swasta,18,15,0,0,33,33
2021,PROV. MALUKU,81,KOTA TUAL,8172,Negeri,38,37,0,0,75,75
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA BARAT,8201,Negeri dan Swasta,67,157,0,0,224,224
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA BARAT,8201,Negeri,50,118,0,0,168,168
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA BARAT,8201,Swasta,17,39,0,0,56,56
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA TENGAH,8202,Negeri dan Swasta,44,70,1,0,115,115
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA TENGAH,8202,Negeri,43,69,1,0,113,113
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA TENGAH,8202,Swasta,1,1,0,0,2,2
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA UTARA,8203,Swasta,47,40,0,0,87,87
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA UTARA,8203,Negeri,70,87,0,0,157,157
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA UTARA,8203,Negeri dan Swasta,117,127,0,0,244,244
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA SELATAN,8204,Swasta,20,30,0,0,50,50
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA SELATAN,8204,Negeri dan Swasta,100,197,0,0,297,297
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA SELATAN,8204,Negeri,80,167,0,0,247,247
2021,PROV. MALUKU UTARA,82,KAB. KEPULAUAN SULA,8205,Swasta,5,3,0,0,8,8
2021,PROV. MALUKU UTARA,82,KAB. KEPULAUAN SULA,8205,Negeri,65,77,1,0,143,143
2021,PROV. MALUKU UTARA,82,KAB. KEPULAUAN SULA,8205,Negeri dan Swasta,70,80,1,0,151,151
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA TIMUR,8206,Negeri,50,99,0,0,149,149
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA TIMUR,8206,Swasta,5,5,0,0,10,10
2021,PROV. MALUKU UTARA,82,KAB. HALMAHERA TIMUR,8206,Negeri dan Swasta,55,104,0,0,159,159
2021,PROV. MALUKU UTARA,82,KAB. PULAU MOROTAI,8207,Negeri,45,26,0,0,71,71
2021,PROV. MALUKU UTARA,82,KAB. PULAU MOROTAI,8207,Negeri dan Swasta,65,35,0,0,100,100
2021,PROV. MALUKU UTARA,82,KAB. PULAU MOROTAI,8207,Swasta,20,9,0,0,29,29
2021,PROV. MALUKU UTARA,82,KAB. PULAU TALIABU,8208,Negeri dan Swasta,31,55,0,0,86,86
2021,PROV. MALUKU UTARA,82,KAB. PULAU TALIABU,8208,Negeri,30,54,0,0,84,84
2021,PROV. MALUKU UTARA,82,KAB. PULAU TALIABU,8208,Swasta,1,1,0,0,2,2
2021,PROV. MALUKU UTARA,82,KOTA TERNATE,8271,Swasta,23,26,0,0,49,49
2021,PROV. MALUKU UTARA,82,KOTA TERNATE,8271,Negeri dan Swasta,97,88,1,0,186,186
2021,PROV. MALUKU UTARA,82,KOTA TERNATE,8271,Negeri,74,62,1,0,137,137
2021,PROV. MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,8272,Negeri dan Swasta,86,130,0,0,216,216
2021,PROV. MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,8272,Negeri,73,121,0,0,194,194
2021,PROV. MALUKU UTARA,82,KOTA TIDORE KEPULAUAN,8272,Swasta,13,9,0,0,22,22
2021,PROV. PAPUA,91,KAB. JAYAPURA,9103,Negeri dan Swasta,76,144,0,0,220,220
2021,PROV. PAPUA,91,KAB. JAYAPURA,9103,Negeri,46,83,0,0,129,129
2021,PROV. PAPUA,91,KAB. JAYAPURA,9103,Swasta,30,61,0,0,91,91
2021,PROV. PAPUA,91,KAB. KEPULAUAN YAPEN,9105,Negeri dan Swasta,21,43,0,0,64,64
2021,PROV. PAPUA,91,KAB. KEPULAUAN YAPEN,9105,Swasta,8,18,0,0,26,26
2021,PROV. PAPUA,91,KAB. KEPULAUAN YAPEN,9105,Negeri,13,25,0,0,38,38
2021,PROV. PAPUA,91,KAB. BIAK NUMFOR,9106,Swasta,32,50,0,0,82,82
2021,PROV. PAPUA,91,KAB. BIAK NUMFOR,9106,Negeri,50,78,0,0,128,128
2021,PROV. PAPUA,91,KAB. BIAK NUMFOR,9106,Negeri dan Swasta,82,128,0,0,210,210
2021,PROV. PAPUA,91,KAB. SARMI,9110,Swasta,6,2,0,0,8,8
2021,PROV. PAPUA,91,KAB. SARMI,9110,Negeri dan Swasta,30,20,1,0,51,51
2021,PROV. PAPUA,91,KAB. SARMI,9110,Negeri,24,18,1,0,43,43
2021,PROV. PAPUA,91,KAB. KEEROM,9111,Swasta,4,13,0,0,17,17
2021,PROV. PAPUA,91,KAB. KEEROM,9111,Negeri,29,31,0,0,60,60
2021,PROV. PAPUA,91,KAB. KEEROM,9111,Negeri dan Swasta,33,44,0,0,77,77
2021,PROV. PAPUA,91,KAB. WAROPEN,9115,Negeri,12,19,0,0,31,31
2021,PROV. PAPUA,91,KAB. WAROPEN,9115,Negeri dan Swasta,17,25,0,0,42,42
2021,PROV. PAPUA,91,KAB. WAROPEN,9115,Swasta,5,6,0,0,11,11
2021,PROV. PAPUA,91,KAB. SUPIORI,9119,Negeri,17,32,0,0,49,49
2021,PROV. PAPUA,91,KAB. SUPIORI,9119,Swasta,3,20,0,0,23,23
2021,PROV. PAPUA,91,KAB. SUPIORI,9119,Negeri dan Swasta,20,52,0,0,72,72
2021,PROV. PAPUA,91,KAB. MAMBERAMO RAYA,9120,Negeri dan Swasta,6,9,0,0,15,15
2021,PROV. PAPUA,91,KAB. MAMBERAMO RAYA,9120,Negeri,5,7,0,0,12,12
2021,PROV. PAPUA,91,KAB. MAMBERAMO RAYA,9120,Swasta,1,2,0,0,3,3
2021,PROV. PAPUA,91,KOTA JAYAPURA,9171,Swasta,48,39,0,0,87,87
2021,PROV. PAPUA,91,KOTA JAYAPURA,9171,Negeri,36,55,0,0,91,91
2021,PROV. PAPUA,91,KOTA JAYAPURA,9171,Negeri dan Swasta,84,94,0,0,178,178
2021,PROV. PAPUA BARAT,92,KAB. MANOKWARI,9202,Negeri,51,45,0,0,96,96
2021,PROV. PAPUA BARAT,92,KAB. MANOKWARI,9202,Negeri dan Swasta,70,63,0,0,133,133
2021,PROV. PAPUA BARAT,92,KAB. MANOKWARI,9202,Swasta,19,18,0,0,37,37
2021,PROV. PAPUA BARAT,92,KAB. FAK FAK,9203,Negeri dan Swasta,44,64,0,0,108,108
2021,PROV. PAPUA BARAT,92,KAB. FAK FAK,9203,Negeri,31,49,0,0,80,80
2021,PROV. PAPUA BARAT,92,KAB. FAK FAK,9203,Swasta,13,15,0,0,28,28
2021,PROV. PAPUA BARAT,92,KAB. TELUK BINTUNI,9206,Swasta,14,12,0,0,26,26
2021,PROV. PAPUA BARAT,92,KAB. TELUK BINTUNI,9206,Negeri dan Swasta,47,39,0,0,86,86
2021,PROV. PAPUA BARAT,92,KAB. TELUK BINTUNI,9206,Negeri,33,27,0,0,60,60
2021,PROV. PAPUA BARAT,92,KAB. TELUK WONDAMA,9207,Negeri dan Swasta,8,38,0,0,46,46
2021,PROV. PAPUA BARAT,92,KAB. TELUK WONDAMA,9207,Swasta,3,12,0,0,15,15
2021,PROV. PAPUA BARAT,92,KAB. TELUK WONDAMA,9207,Negeri,5,26,0,0,31,31
2021,PROV. PAPUA BARAT,92,KAB. KAIMANA,9208,Swasta,4,10,0,0,14,14
2021,PROV. PAPUA BARAT,92,KAB. KAIMANA,9208,Negeri dan Swasta,17,22,0,0,39,39
2021,PROV. PAPUA BARAT,92,KAB. KAIMANA,9208,Negeri,13,12,0,0,25,25
2021,PROV. PAPUA BARAT,92,KAB. MANOKWARI SELATAN,9211,Negeri,9,7,0,0,16,16
2021,PROV. PAPUA BARAT,92,KAB. MANOKWARI SELATAN,9211,Negeri dan Swasta,15,9,0,0,24,24
2021,PROV. PAPUA BARAT,92,KAB. MANOKWARI SELATAN,9211,Swasta,6,2,0,0,8,8
2021,PROV. PAPUA BARAT,92,KAB. PEGUNUNGAN ARFAK,9212,Negeri,13,14,0,0,27,27
2021,PROV. PAPUA BARAT,92,KAB. PEGUNUNGAN ARFAK,9212,Negeri dan Swasta,13,14,0,0,27,27
2021,PROV. PAPUA BARAT,92,KAB. PEGUNUNGAN ARFAK,9212,Swasta,0,0,0,0,0,0
2022,PROV. ACEH,11,KAB. ACEH SELATAN,1101,Negeri dan Swasta,84,92,74,33,283,283
2022,PROV. ACEH,11,KAB. ACEH SELATAN,1101,Swasta,6,4,4,2,16,16
2022,PROV. ACEH,11,KAB. ACEH SELATAN,1101,Negeri,78,88,70,31,267,267
2022,PROV. ACEH,11,KAB. ACEH TENGGARA,1102,Negeri dan Swasta,79,84,69,17,249,249
2022,PROV. ACEH,11,KAB. ACEH TENGGARA,1102,Swasta,27,19,9,0,55,55
2022,PROV. ACEH,11,KAB. ACEH TENGGARA,1102,Negeri,52,65,60,17,194,194
2022,PROV. ACEH,11,KAB. ACEH TIMUR,1103,Negeri,112,80,72,26,290,290
2022,PROV. ACEH,11,KAB. ACEH TIMUR,1103,Negeri dan Swasta,119,86,73,26,304,304
2022,PROV. ACEH,11,KAB. ACEH TIMUR,1103,Swasta,7,6,1,0,14,14
2022,PROV. ACEH,11,KAB. ACEH TENGAH,1104,Negeri,73,47,50,34,204,204
2022,PROV. ACEH,11,KAB. ACEH TENGAH,1104,Swasta,8,8,0,1,17,17
2022,PROV. ACEH,11,KAB. ACEH TENGAH,1104,Negeri dan Swasta,81,55,50,35,221,221
2022,PROV. ACEH,11,KAB. ACEH BARAT,1105,Negeri,110,57,39,24,230,230
2022,PROV. ACEH,11,KAB. ACEH BARAT,1105,Negeri dan Swasta,125,61,42,24,252,252
2022,PROV. ACEH,11,KAB. ACEH BARAT,1105,Swasta,15,4,3,0,22,22
2022,PROV. ACEH,11,KAB. ACEH BESAR,1106,Negeri,123,71,70,24,288,288
2022,PROV. ACEH,11,KAB. ACEH BESAR,1106,Negeri dan Swasta,187,82,76,31,376,376
2022,PROV. ACEH,11,KAB. ACEH BESAR,1106,Swasta,64,11,6,7,88,88
2022,PROV. ACEH,11,KAB. PIDIE,1107,Swasta,20,9,4,0,33,33
2022,PROV. ACEH,11,KAB. PIDIE,1107,Negeri,163,127,39,23,352,352
2022,PROV. ACEH,11,KAB. PIDIE,1107,Negeri dan Swasta,183,136,43,23,385,385
2022,PROV. ACEH,11,KAB. ACEH UTARA,1108,Negeri dan Swasta,207,126,76,50,459,459
2022,PROV. ACEH,11,KAB. ACEH UTARA,1108,Swasta,30,15,9,4,58,58
2022,PROV. ACEH,11,KAB. ACEH UTARA,1108,Negeri,177,111,67,46,401,401
2022,PROV. ACEH,11,KAB. SIMEULUE,1109,Negeri dan Swasta,51,52,48,53,204,204
2022,PROV. ACEH,11,KAB. SIMEULUE,1109,Swasta,3,4,0,0,7,7
2022,PROV. ACEH,11,KAB. SIMEULUE,1109,Negeri,48,48,48,53,197,197
2022,PROV. ACEH,11,KAB. ACEH SINGKIL,1110,Negeri dan Swasta,66,37,64,26,193,193
2022,PROV. ACEH,11,KAB. ACEH SINGKIL,1110,Swasta,6,4,7,2,19,19
2022,PROV. ACEH,11,KAB. ACEH SINGKIL,1110,Negeri,60,33,57,24,174,174
2022,PROV. ACEH,11,KAB. BIREUEN,1111,Negeri,137,84,40,52,313,313
2022,PROV. ACEH,11,KAB. BIREUEN,1111,Negeri dan Swasta,169,97,45,53,364,364
2022,PROV. ACEH,11,KAB. BIREUEN,1111,Swasta,32,13,5,1,51,51
2022,PROV. ACEH,11,KAB. ACEH BARAT DAYA,1112,Negeri,78,23,29,20,150,150
2022,PROV. ACEH,11,KAB. ACEH BARAT DAYA,1112,Negeri dan Swasta,89,26,30,21,166,166
2022,PROV. ACEH,11,KAB. ACEH BARAT DAYA,1112,Swasta,11,3,1,1,16,16
2022,PROV. ACEH,11,KAB. GAYO LUES,1113,Negeri dan Swasta,67,23,22,32,144,144
2022,PROV. ACEH,11,KAB. GAYO LUES,1113,Swasta,8,2,3,1,14,14
2022,PROV. ACEH,11,KAB. GAYO LUES,1113,Negeri,59,21,19,31,130,130
2022,PROV. ACEH,11,KAB. ACEH JAYA,1114,Swasta,2,3,2,1,8,8
2022,PROV. ACEH,11,KAB. ACEH JAYA,1114,Negeri,48,49,44,11,152,152
2022,PROV. ACEH,11,KAB. ACEH JAYA,1114,Negeri dan Swasta,50,52,46,12,160,160
2022,PROV. ACEH,11,KAB. NAGAN RAYA,1115,Negeri dan Swasta,93,58,27,15,193,193
2022,PROV. ACEH,11,KAB. NAGAN RAYA,1115,Negeri,88,57,27,13,185,185
2022,PROV. ACEH,11,KAB. NAGAN RAYA,1115,Swasta,5,1,0,2,8,8
2022,PROV. ACEH,11,KAB. ACEH TAMIANG,1116,Negeri,113,72,48,11,244,244
2022,PROV. ACEH,11,KAB. ACEH TAMIANG,1116,Swasta,13,9,3,0,25,25
2022,PROV. ACEH,11,KAB. ACEH TAMIANG,1116,Negeri dan Swasta,126,81,51,11,269,269
2022,PROV. ACEH,11,KAB. BENER MERIAH,1117,Negeri dan Swasta,75,62,43,12,192,192
2022,PROV. ACEH,11,KAB. BENER MERIAH,1117,Negeri,63,58,43,11,175,175
2022,PROV. ACEH,11,KAB. BENER MERIAH,1117,Swasta,12,4,0,1,17,17
2022,PROV. ACEH,11,KAB. PIDIE JAYA,1118,Swasta,8,9,1,0,18,18
2022,PROV. ACEH,11,KAB. PIDIE JAYA,1118,Negeri,79,20,19,14,132,132
2022,PROV. ACEH,11,KAB. PIDIE JAYA,1118,Negeri dan Swasta,87,29,20,14,150,150
2022,PROV. ACEH,11,KOTA BANDA ACEH,1171,Negeri,74,17,19,12,122,122
2022,PROV. ACEH,11,KOTA BANDA ACEH,1171,Swasta,72,19,2,1,94,94
2022,PROV. ACEH,11,KOTA BANDA ACEH,1171,Negeri dan Swasta,146,36,21,13,216,216
2022,PROV. ACEH,11,KOTA SABANG,1172,Negeri,31,1,3,0,35,35
2022,PROV. ACEH,11,KOTA SABANG,1172,Swasta,2,1,0,0,3,3
2022,PROV. ACEH,11,KOTA SABANG,1172,Negeri dan Swasta,33,2,3,0,38,38
2022,PROV. ACEH,11,KOTA LHOKSEUMAWE,1173,Negeri,52,11,22,9,94,94
2022,PROV. ACEH,11,KOTA LHOKSEUMAWE,1173,Negeri dan Swasta,80,14,23,10,127,127
2022,PROV. ACEH,11,KOTA LHOKSEUMAWE,1173,Swasta,28,3,1,1,33,33
2022,PROV. ACEH,11,KOTA LANGSA,1174,Negeri dan Swasta,66,42,9,9,126,126
2022,PROV. ACEH,11,KOTA LANGSA,1174,Swasta,18,16,1,2,37,37
2022,PROV. ACEH,11,KOTA LANGSA,1174,Negeri,48,26,8,7,89,89
2022,PROV. ACEH,11,KOTA SUBULUSSALAM,1175,Negeri,30,18,46,10,104,104
2022,PROV. ACEH,11,KOTA SUBULUSSALAM,1175,Swasta,11,8,1,0,20,20
2022,PROV. ACEH,11,KOTA SUBULUSSALAM,1175,Negeri dan Swasta,41,26,47,10,124,124
2022,PROV. SUMATERA UTARA,12,KAB. TAPANULI TENGAH,1201,Negeri dan Swasta,150,97,51,21,319,319
2022,PROV. SUMATERA UTARA,12,KAB. TAPANULI TENGAH,1201,Negeri,123,80,45,19,267,267
2022,PROV. SUMATERA UTARA,12,KAB. TAPANULI TENGAH,1201,Swasta,27,17,6,2,52,52
2022,PROV. SUMATERA UTARA,12,KAB. TAPANULI UTARA,1202,Negeri dan Swasta,169,74,22,29,294,294
2022,PROV. SUMATERA UTARA,12,KAB. TAPANULI UTARA,1202,Negeri,145,61,19,28,253,253
2022,PROV. SUMATERA UTARA,12,KAB. TAPANULI UTARA,1202,Swasta,24,13,3,1,41,41
2022,PROV. SUMATERA UTARA,12,KAB. TAPANULI SELATAN,1203,Negeri dan Swasta,104,64,29,20,217,217
2022,PROV. SUMATERA UTARA,12,KAB. TAPANULI SELATAN,1203,Negeri,94,60,29,18,201,201
2022,PROV. SUMATERA UTARA,12,KAB. TAPANULI SELATAN,1203,Swasta,10,4,0,2,16,16
2022,PROV. SUMATERA UTARA,12,KAB. NIAS,1204,Swasta,8,6,0,1,15,15
2022,PROV. SUMATERA UTARA,12,KAB. NIAS,1204,Negeri,50,62,55,64,231,231
2022,PROV. SUMATERA UTARA,12,KAB. NIAS,1204,Negeri dan Swasta,58,68,55,65,246,246
2022,PROV. SUMATERA UTARA,12,KAB. LANGKAT,1205,Swasta,143,53,33,10,239,239
2022,PROV. SUMATERA UTARA,12,KAB. LANGKAT,1205,Negeri,172,122,72,43,409,409
2022,PROV. SUMATERA UTARA,12,KAB. LANGKAT,1205,Negeri dan Swasta,315,175,105,53,648,648
2022,PROV. SUMATERA UTARA,12,KAB. KARO,1206,Negeri dan Swasta,179,120,61,32,392,392
2022,PROV. SUMATERA UTARA,12,KAB. KARO,1206,Negeri,118,103,52,26,299,299
2022,PROV. SUMATERA UTARA,12,KAB. KARO,1206,Swasta,61,17,9,6,93,93
2022,PROV. SUMATERA UTARA,12,KAB. DELI SERDANG,1207,Swasta,499,132,43,30,704,704
2022,PROV. SUMATERA UTARA,12,KAB. DELI SERDANG,1207,Negeri,357,142,71,38,608,608
2022,PROV. SUMATERA UTARA,12,KAB. DELI SERDANG,1207,Negeri dan Swasta,856,274,114,68,1312,1312
2022,PROV. SUMATERA UTARA,12,KAB. SIMALUNGUN,1208,Swasta,109,54,22,10,195,195
2022,PROV. SUMATERA UTARA,12,KAB. SIMALUNGUN,1208,Negeri,184,128,51,60,423,423
2022,PROV. SUMATERA UTARA,12,KAB. SIMALUNGUN,1208,Negeri dan Swasta,293,182,73,70,618,618
2022,PROV. SUMATERA UTARA,12,KAB. ASAHAN,1209,Swasta,90,26,11,5,132,132
2022,PROV. SUMATERA UTARA,12,KAB. ASAHAN,1209,Negeri,140,81,60,45,326,326
2022,PROV. SUMATERA UTARA,12,KAB. ASAHAN,1209,Negeri dan Swasta,230,107,71,50,458,458
2022,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU,1210,Negeri dan Swasta,171,74,48,27,320,320
2022,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU,1210,Swasta,61,18,7,3,89,89
2022,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU,1210,Negeri,110,56,41,24,231,231
2022,PROV. SUMATERA UTARA,12,KAB. DAIRI,1211,Swasta,31,22,5,1,59,59
2022,PROV. SUMATERA UTARA,12,KAB. DAIRI,1211,Negeri,135,99,27,15,276,276
2022,PROV. SUMATERA UTARA,12,KAB. DAIRI,1211,Negeri dan Swasta,166,121,32,16,335,335
2022,PROV. SUMATERA UTARA,12,KAB. TOBA,1212,Negeri dan Swasta,119,109,46,6,280,280
2022,PROV. SUMATERA UTARA,12,KAB. TOBA,1212,Negeri,95,99,46,5,245,245
2022,PROV. SUMATERA UTARA,12,KAB. TOBA,1212,Swasta,24,10,0,1,35,35
2022,PROV. SUMATERA UTARA,12,KAB. MANDAILING NATAL,1213,Negeri dan Swasta,160,125,57,30,372,372
2022,PROV. SUMATERA UTARA,12,KAB. MANDAILING NATAL,1213,Negeri,143,117,54,29,343,343
2022,PROV. SUMATERA UTARA,12,KAB. MANDAILING NATAL,1213,Swasta,17,8,3,1,29,29
2022,PROV. SUMATERA UTARA,12,KAB. NIAS SELATAN,1214,Swasta,16,8,6,6,36,36
2022,PROV. SUMATERA UTARA,12,KAB. NIAS SELATAN,1214,Negeri dan Swasta,96,99,80,55,330,330
2022,PROV. SUMATERA UTARA,12,KAB. NIAS SELATAN,1214,Negeri,80,91,74,49,294,294
2022,PROV. SUMATERA UTARA,12,KAB. PAKPAK BHARAT,1215,Swasta,1,0,0,0,1,1
2022,PROV. SUMATERA UTARA,12,KAB. PAKPAK BHARAT,1215,Negeri dan Swasta,45,29,16,6,96,96
2022,PROV. SUMATERA UTARA,12,KAB. PAKPAK BHARAT,1215,Negeri,44,29,16,6,95,95
2022,PROV. SUMATERA UTARA,12,KAB. HUMBANG HASUNDUTAN,1216,Swasta,12,8,1,0,21,21
2022,PROV. SUMATERA UTARA,12,KAB. HUMBANG HASUNDUTAN,1216,Negeri,112,98,31,17,258,258
2022,PROV. SUMATERA UTARA,12,KAB. HUMBANG HASUNDUTAN,1216,Negeri dan Swasta,124,106,32,17,279,279
2022,PROV. SUMATERA UTARA,12,KAB. SAMOSIR,1217,Negeri,81,69,34,21,205,205
2022,PROV. SUMATERA UTARA,12,KAB. SAMOSIR,1217,Swasta,20,10,0,1,31,31
2022,PROV. SUMATERA UTARA,12,KAB. SAMOSIR,1217,Negeri dan Swasta,101,79,34,22,236,236
2022,PROV. SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,1218,Negeri dan Swasta,302,163,85,21,571,571
2022,PROV. SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,1218,Negeri,216,131,74,15,436,436
2022,PROV. SUMATERA UTARA,12,KAB. SERDANG BEDAGAI,1218,Swasta,86,32,11,6,135,135
2022,PROV. SUMATERA UTARA,12,KAB. BATU BARA,1219,Negeri dan Swasta,128,97,75,38,338,338
2022,PROV. SUMATERA UTARA,12,KAB. BATU BARA,1219,Negeri,87,81,69,35,272,272
2022,PROV. SUMATERA UTARA,12,KAB. BATU BARA,1219,Swasta,41,16,6,3,66,66
2022,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS UTARA,1220,Negeri,86,79,47,20,232,232
2022,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS UTARA,1220,Swasta,17,2,0,2,21,21
2022,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS UTARA,1220,Negeri dan Swasta,103,81,47,22,253,253
2022,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS,1221,Negeri,62,32,18,20,132,132
2022,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS,1221,Negeri dan Swasta,74,45,20,20,159,159
2022,PROV. SUMATERA UTARA,12,KAB. PADANG LAWAS,1221,Swasta,12,13,2,0,27,27
2022,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU SELATAN,1222,Negeri dan Swasta,113,79,32,19,243,243
2022,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU SELATAN,1222,Negeri,75,69,29,14,187,187
2022,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU SELATAN,1222,Swasta,38,10,3,5,56,56
2022,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU UTARA,1223,Negeri dan Swasta,129,62,49,24,264,264
2022,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU UTARA,1223,Negeri,103,48,38,17,206,206
2022,PROV. SUMATERA UTARA,12,KAB. LABUHANBATU UTARA,1223,Swasta,26,14,11,7,58,58
2022,PROV. SUMATERA UTARA,12,KAB. NIAS UTARA,1224,Swasta,8,2,3,2,15,15
2022,PROV. SUMATERA UTARA,12,KAB. NIAS UTARA,1224,Negeri dan Swasta,53,68,63,43,227,227
2022,PROV. SUMATERA UTARA,12,KAB. NIAS UTARA,1224,Negeri,45,66,60,41,212,212
2022,PROV. SUMATERA UTARA,12,KAB. NIAS BARAT,1225,Swasta,2,2,1,0,5,5
2022,PROV. SUMATERA UTARA,12,KAB. NIAS BARAT,1225,Negeri,63,44,31,27,165,165
2022,PROV. SUMATERA UTARA,12,KAB. NIAS BARAT,1225,Negeri dan Swasta,65,46,32,27,170,170
2022,PROV. SUMATERA UTARA,12,KOTA MEDAN,1271,Swasta,1007,203,46,28,1284,1284
2022,PROV. SUMATERA UTARA,12,KOTA MEDAN,1271,Negeri,263,68,25,19,375,375
2022,PROV. SUMATERA UTARA,12,KOTA MEDAN,1271,Negeri dan Swasta,1270,271,71,47,1659,1659
2022,PROV. SUMATERA UTARA,12,KOTA PEMATANGSIANTAR,1272,Swasta,94,24,8,3,129,129
2022,PROV. SUMATERA UTARA,12,KOTA PEMATANGSIANTAR,1272,Negeri,53,20,13,5,91,91
2022,PROV. SUMATERA UTARA,12,KOTA PEMATANGSIANTAR,1272,Negeri dan Swasta,147,44,21,8,220,220
2022,PROV. SUMATERA UTARA,12,KOTA SIBOLGA,1273,Swasta,22,7,1,1,31,31
2022,PROV. SUMATERA UTARA,12,KOTA SIBOLGA,1273,Negeri dan Swasta,59,13,2,2,76,76
2022,PROV. SUMATERA UTARA,12,KOTA SIBOLGA,1273,Negeri,37,6,1,1,45,45
2022,PROV. SUMATERA UTARA,12,KOTA TANJUNG BALAI,1274,Swasta,24,7,3,0,34,34
2022,PROV. SUMATERA UTARA,12,KOTA TANJUNG BALAI,1274,Negeri,39,21,30,8,98,98
2022,PROV. SUMATERA UTARA,12,KOTA TANJUNG BALAI,1274,Negeri dan Swasta,63,28,33,8,132,132
2022,PROV. SUMATERA UTARA,12,KOTA BINJAI,1275,Negeri dan Swasta,161,53,41,14,269,269
2022,PROV. SUMATERA UTARA,12,KOTA BINJAI,1275,Negeri,73,30,29,7,139,139
2022,PROV. SUMATERA UTARA,12,KOTA BINJAI,1275,Swasta,88,23,12,7,130,130
2022,PROV. SUMATERA UTARA,12,KOTA TEBING TINGGI,1276,Negeri,60,10,8,13,91,91
2022,PROV. SUMATERA UTARA,12,KOTA TEBING TINGGI,1276,Negeri dan Swasta,103,16,10,15,144,144
2022,PROV. SUMATERA UTARA,12,KOTA TEBING TINGGI,1276,Swasta,43,6,2,2,53,53
2022,PROV. SUMATERA UTARA,12,KOTA PADANG SIDEMPUAN,1277,Swasta,47,6,4,3,60,60
2022,PROV. SUMATERA UTARA,12,KOTA PADANG SIDEMPUAN,1277,Negeri dan Swasta,110,21,14,13,158,158
2022,PROV. SUMATERA UTARA,12,KOTA PADANG SIDEMPUAN,1277,Negeri,63,15,10,10,98,98
2022,PROV. SUMATERA UTARA,12,KOTA GUNUNGSITOLI,1278,Swasta,15,10,2,0,27,27
2022,PROV. SUMATERA UTARA,12,KOTA GUNUNGSITOLI,1278,Negeri,56,62,8,5,131,131
2022,PROV. SUMATERA UTARA,12,KOTA GUNUNGSITOLI,1278,Negeri dan Swasta,71,72,10,5,158,158
2022,PROV. SUMATERA BARAT,13,KAB. PESISIR SELATAN,1301,Negeri,201,119,73,39,432,432
2022,PROV. SUMATERA BARAT,13,KAB. PESISIR SELATAN,1301,Negeri dan Swasta,228,124,76,39,467,467
2022,PROV. SUMATERA BARAT,13,KAB. PESISIR SELATAN,1301,Swasta,27,5,3,0,35,35
2022,PROV. SUMATERA BARAT,13,KAB. SOLOK,1302,Swasta,23,3,0,1,27,27
2022,PROV. SUMATERA BARAT,13,KAB. SOLOK,1302,Negeri,123,96,57,14,290,290
2022,PROV. SUMATERA BARAT,13,KAB. SOLOK,1302,Negeri dan Swasta,146,99,57,15,317,317
2022,PROV. SUMATERA BARAT,13,KAB. SIJUNJUNG,1303,Swasta,16,5,1,0,22,22
2022,PROV. SUMATERA BARAT,13,KAB. SIJUNJUNG,1303,Negeri dan Swasta,137,66,40,19,262,262
